tweet_id,author,text,user_id,profile_text,hashtags,label
1489542916443880000,ehrlich_ganz,"@EskenSaskia @nrwspd @ThomasKutschaty NRW, Jahrzehnte lang von der SPD geführt und in diesen miserablen Zustand gebracht, 
sollte für alle anderen Bundesländer ein abschreckendes Beispiel sein...!",1393989416398610000,🇩🇪DEUTSCHLAND.... vom VORZEIGESTAAT zum multikulturellen 'IRRENHAUS'!,,1
1524097633656130000,Willigender,"@NKaetzler Gerade in Städten wie #Essen, #Duisburg und #Köln wird überdeutlich, wie nötig die #nurnochAfD gebraucht wird um all die linken Träumer zu erden. #ltwnrw22",2389172415,Macht sich Sorgen um Deutschland! Beiträge sind manchmal als Satire gedacht und ein Retweet bedeutet nicht immer Zustimmung!,"[{'indices': [33, 39], 'text': 'Essen'}, {'indices': [41, 50], 'text': 'Duisburg'}, {'indices': [55, 60], 'text': 'Köln'}, {'indices': [94, 105], 'text': 'nurnochAfD'}, {'indices': [157, 166], 'text': 'ltwnrw22'}]",1
1494965673520470000,PatzkeMarkus,"Heute wählen wir Ministerpräsident @HendrikWuest zu unserem Spitzenkandidaten für die Landtagswahl! Er wird ein motiviertes Team anführen, dass schon bisher eine geschlossene Mannschaftsleistung abgeliefert hat. Einig, stark, geschlossen. Glück auf @CDUNRW_de! #cdu #wuestwirkt https://t.co/Op5T9P8HNc",1907384791,"Lippstadt | Geschichte, Politik & Gesellschaft | Länder & Kulturen | Natur & Garten | liberal-konservativ | CDU 
🇩🇪 🇪🇺 🇺🇦 🇮🇱 🖤 🇬🇧 👑 🇯🇵 ⛩️  📚 🐈","[{'indices': [261, 265], 'text': 'cdu'}, {'indices': [266, 277], 'text': 'wuestwirkt'}]",1
1523636330021810000,baha_jam,Wählt SPD in NRW oder ihr verliert eure Jobs und die Gunst des Kanzlers. Oder habe ich #Klingbeil missverstanden?,3697496055,"""Schlaumeier hoch zehn"" (Feldenkirchen, Jauchegrube, 2025) | Anständige Polemik | Konservativ grundierter Pragmatismus | Token by nature","[{'indices': [87, 97], 'text': 'Klingbeil'}]",1
1506312166445670000,WinWinChester3,@MonaNeubaur Das ist ja voll Nazi......😎,1461416644182430000,"Alles zu hinterfragen, warum sind die Dinge so wie sie sind, wer hat Nutzen davon, ist Pflicht.
Ungeimpft und Spaß dabei. Patriot 🇩🇪 Straßenabitur.
Ruhrpott.",,1
1492543466441780000,Teutone2800,@twittschler @AfDLindemann Seit ihr bei den Grünen oder mögt ihr Hausmannskost 🤣💪,792463818865664000,Ungespiket fanatischer Maßnahmengegner Patriot und Grünenfresser also fantastischer Charakter,,1
1523737137312500000,Freddy14792713,"@J_Todenhoefer @profraika @ABaerbock #GruenerMist
Gebt den GRÜNEN am Sonntag in NRW die Quittung für ihren Betrug am Wähler...
Ansonsten ist euch nicht mehr zu helfen...",1357044621050870000,"💙 Patriot 💙 Für ein Deutschland wie es einmal vor 2015 war, sicher und lebenswert... Gegen rot-grünen Woke Irrsinn und Gendergaga...❎","[{'indices': [37, 49], 'text': 'GruenerMist'}]",1
1525158152525730000,MarkusSonderman,"@HendrikWuest 330.000 Ausreisepflichtige in Zeiten der Merkel Regierung, Sind für mich ein Grund nie wieder CDU zu wählen. Ich möchte mich nicht mitschuldig machen an Vergewaltigungen und Gewalttaten. Nichts ist getan worden",1402950234779660000,"🇩🇪Deutsch🇩🇪, Kritisch Konservativ Kämpferisch, Medienresistent, Grünophob ""Nur tote Fische schwimmen mit dem Strom""",,1
1492772232686410000,win_sommer,"@henninghoene Könnte ja sein, dass im Gegenzug auch ein Teilnehmer aus der Steinmeier Fraktionen erkrankt ist. Dann fällt das fehlen ihrer Stimme nicht so sehr ins Gewicht. Andersrum eigentlich auch nicht.",1215270836279700000,"Parteilos,unabhängig,konservativ, technikaffin",,1
1522179370378570000,NoelleDrtil,"Und vorgestern noch im #WDR, 
ging es bei der Wahlarena hoch her, 
#Kutschaty, #Stamp und #Neubaur gegen Videoüberwachung,
bringt viele Duisburger heute aus der Fassung.
Streit, Gewalt, Clankriminalität und Schießerei,
wären, wenn @hreul Innenminister bleibt, vorbei!
#LTWNRW2022",1099702342491010000,konservativ & wirtschaftsliberal | Parlamentspoetin oder so,"[{'indices': [23, 27], 'text': 'WDR'}, {'indices': [67, 77], 'text': 'Kutschaty'}, {'indices': [79, 85], 'text': 'Stamp'}, {'indices': [90, 98], 'text': 'Neubaur'}, {'indices': [268, 279], 'text': 'LTWNRW2022'}]",1
1524665556456160000,KlimalisteBW,"Liebe Menschen in #NRW,
wenn ihr noch Gründe sucht, warum es wichtig ist, die aktuelle Landesregierung am Sonntag bei der #LTWNRW2022 abzuwählen, dies ist einer.

P.s.: Unsere Wahlempfehlung: @NicolinGabrysch auf der Liste von @DieLinkeNRW (bei 5% sicher im Landtag).",1290927118671590000,"Landesverband BW der Partei Klimaliste Deutschland (@KL_Deutschland).
Auf Mastodon zu finden unter: @KlimalisteBW@climatejustice.social","[{'indices': [18, 22], 'text': 'NRW'}, {'indices': [122, 133], 'text': 'LTWNRW2022'}]",1
1497149100994830000,Philipp_KNKL,@TheSentinalRG @_FriedrichMerz @CDU @CSU Die Grünen haben unter Kraft in NRW den Hambacher Forst abgeholzt. Krasse Doppelmoral.,1483014401556990000,"Naturliebhaber | Wirtschaftsliberal | Konservativ | Genießer | Neugierig | FC Bayern München | Formel 1

Und natürlich rein privat hier.",,1
1491387419123680000,PharmaDeu,"Vielen Dank an Mehrdad Mostofizadeh @mostofiz, stellvertretender Fraktionsvorsitzender @gruenenrw, für das gute Gespräch zum Thema #Arzneimittelversorgung in Nordrhein-Westfalen beim #Regionallunch #NRW. https://t.co/c3mBNOer2g",243190198,"Hier twittert Pharma Deutschland. 
https://t.co/yvgKSGZmK2
https://t.co/5VSp3Fsmw3","[{'indices': [131, 154], 'text': 'Arzneimittelversorgung'}, {'indices': [183, 197], 'text': 'Regionallunch'}, {'indices': [198, 202], 'text': 'NRW'}]",1
1518832673288040000,claus_cremer,"Also wie bei jeder Gegendemonstration von #Antifa- und/oder #Grünen….. Immer. 🤷🏼‍♂️

#Habeck #Dortmund #Westfalen #Ruhrgebiet #NRW https://t.co/nUs9rMBOYZ",24414954,HEIMAT Landesvorsitzender NRW / Mitglied des HEIMAT-Parteivorstandes / Mitglied APF und ETN,"[{'indices': [42, 49], 'text': 'Antifa'}, {'indices': [60, 67], 'text': 'Grünen'}, {'indices': [85, 92], 'text': 'Habeck'}, {'indices': [93, 102], 'text': 'Dortmund'}, {'indices': [103, 113], 'text': 'Westfalen'}, {'indices': [114, 125], 'text': 'Ruhrgebiet'}, {'indices': [126, 130], 'text': 'NRW'}]",1
1500098395582640000,Chipmun23316534,"@nenacasc @Zeitgeschehen_ @HendrikWuest @Karl_Lauterbach Na, weil er auch für #Impfpflicht und #Impfzwang stimmen wird, gelle @HendrikWuest ?
#Unwaehlbar #NRWwahlen",1050356032730480000,"„Natürlich kann man in Deutschland seine Meinung frei äußern. Man hat aber mit sozialen Folgekosten zu rechnen, die sehr hoch sein können.“ - Patzelt","[{'indices': [78, 90], 'text': 'Impfpflicht'}, {'indices': [95, 105], 'text': 'Impfzwang'}, {'indices': [142, 153], 'text': 'Unwaehlbar'}, {'indices': [154, 164], 'text': 'NRWwahlen'}]",1
1488821981453730000,HorstWeber13,Schmierentheater-Truppe SPD,926407846505435000,Agere sequitur esse. Selbstdenker. Konservativ. Deutsch - schon immer. 🚂 Patriot. Für Lebensschutz von Beginn an. Identität-Heimat-Tradition,,1
1495752299762920000,NicolinGabrysch,"#RWE enteignen. #PeopleNotProfit , und Tiere auch 💚✊

@AlleDoerfer @LuetziBleibt @MaWaLuetzerath @UnserAllerWald @klima_freunde @KlimalisteNRW @DieLinkeNRW @FFF_Koeln @sff_koeln @parents4future @KoelleForFuture",1194659561044690000,"Mutter, Klimaaktivistin, Klima Freund*in, Parteivorsitzende der Klimaliste Deutschland und Netzwerkerin - für Klimagerechtigkeit und eine lebenswerte Zukunft","[{'indices': [0, 4], 'text': 'RWE'}, {'indices': [16, 32], 'text': 'PeopleNotProfit'}]",1
1525770780113610000,schweizok2,"Schweizer würden @AfD wählen ‼️‼️‼️
Ich wünsche der #AfD heute in Nordrhein-Westfalen viele neue Wähler und ganz viel Erfolg 🍀👍 🇩🇪❤️
@RTLWEST @RTL_com @HendrikWuest 
Fotos = RTL WEST https://t.co/GXOzpQWgls",957154283002180000,"TIERFREUND, Schweizer „PATRIOT“! Meine Großeltern kommen aus Deutschland 🇩🇪 Jobvermittler für’s Engadin🇨🇭Mit toller Nostalgie-Ecke 🥰","[{'indices': [52, 56], 'text': 'AfD'}]",1
1500074349725900000,FoxB29528584,"@AfD_Muenster @Anemalon19 @GuidoReil @ElmarSalinger @AlternativeNRW @Vincentz_AfD @Iris_AfD_MdL @AfDKoeln @twittschler @clemens_carlo @sandra2519691 @JilgAntje @kinderkongress @KayGottschalk1 @Schneider_AfD @Renner_AfD @ChristianBlex @thomasroecke @Loose_AfD @EnxhiSeli @AfD_GE @DrMEspendiller Die individuelle Nutzen-Risiko-Abwägung muss für Entscheidungsfindung ausschlaggebend bleiben!
💙 Danke, AfD 💙
https://t.co/dJS6rLtyP9",1064269168072160000,"δημοκρατία (dēmokratía)  „Volksherrschaft“  ---
 „Es  lebe  das  heilige  Deutschland.“ l GETTR @Fox_Bget",,1
1493875202492670000,gassengespan,SPD dreht durch! – Dr. Martin Vincentz (AfD) https://t.co/9c8xprhm6L via @YouTube,758201817687794000,"Deutscher Patriot, Regimegegner, demokratischer Freidenker. Früher Schriftsetzermeister, heute Hobbykünstler.
Bitte beachtet auch meinen T-Shirt-Shop.",,1
1505283426508800000,Puettmann_Bonn,"Geht mir ähnlich. Im Bund nie grün gewählt, aber bei Habeck, Baerbock und Özdemir als Ministern fühl ich mich bisher gut aufgehoben und international respektabel repräsentiert. Sie reden auch nicht nur in vorgestanzten, möglichst unangreifbaren Phrasen und wagen mal was zu sagen.",3318457029,"Politologe. Publizist. Je nach Thema liberal, sozial, konservativ. Publikationen zu: Sozialethik, Religionssoziologie, CDU, Rechtspopulismus.
@zdkonline",,1
1489240486216970000,DukeX42,"@ju_khatib Wer seine Religion mit zur Arbeit nimmt, soll gerne woanders arbeiten.",42122483,"Es gibt nur einen Schutz im Bärengebiet:
Gehe immer mit jemandem, der langsamer ist als Du.

Experte der Wissen schafft
m/w/d (männlich/weiß/deutsch)",,1
1492565305444520000,boehnisch,"@micFDP Nach einer durch und durch friedlichen und unproblematischen Demo, zieht die Polizei am Ende scheinbar wahllos Leute aus dem Zug und kontrolliert die Einhaltung von 3G. 🙈 @fdp_nrw ist Teil dieser Landesregierung und damit Teul des Problems!",22752183,"aufgeklärt und analytisch, liberal-konservativ, meine Kinder sollen selbstbestimmt in einer chancenreichen Welt leben können",,1
1505964118129490000,derdirekte,"@MonaNeubaur @schaeffer_nrw An dem Punkt Sollte mal klarstellen das viele angebliche Verschwörungsmythen wenig später traurige Realität wurden.
Wie war das mit ""Es wird keinen Lockdown geben""
Keine Impfpflicht?

Ein 1 Punkte Plan würde reichen 
Ehrlichkeit. Doch daran haben die Grünen leider kein Interesse.",1409147030681890000,"Ehrlich. Direkt. Gerade raus. So bin ich .

stolzer Familienvater und leidenschaftlicher Rallyefahrer

Ich bin Mitglied bei Bündnis Deutschland",,1
1489559210631260000,VanHakk89,"@KuehniKev @ThomasKutschaty @nrwspd Als Wahlberliner und gebürtigem Bochumer will ich meinem Land nur raten nicht die SPD zu wählen, erst nachdem die CDU im Landttag das Ruder führte wurde NRW besser regiert. Der wüst ist irgendwie ein Hampelmann aber die CDU ist im Nacken, das zählt. NRWler macht euer Bild selbst",1408733591010530000,"🇪🇺🇩🇪European Patriot a.D. -Gebürtiger Bochumer- Pronomen: Ego/Ist Designer mit Begabung und ja, ich bin politisch",,1
1492599927364540000,Schwaebli1,@johannesvogel @fdp_nrw @JoachimStamp wer sich mit der Terrororganisation Bündnis90/die Grünen in‘s gemeinsame Bett legt wird bei den nächsten Wahlen dafür dann auch in Haftung genommen.,2539781841,"konservativ, politisch interessiert.",,1
1505248653400810000,sexual_moon,"@ju_khatib tja....dann überlege mal, warum das so ist. Mir fallen da unzählige Gründe ein.",1218193088176380000,"Alter weißer Mann, Pronomen: F/U, rechts der Mitte, radikalisiert, Boomer, Gender-Ignorant, Transphob, Tierfreund und konservativ!!
I STAND WITH ISRAEL !!!!!",,1
1523690987348020000,inascharrenbach,"Gegen #Ausbeutung - egal wo, egal wie: Erneut gezielte Kontrollaktion von Sammelunterkünften - dieses Mal in #Goch. Aus #NRW u #Niederlande gehen wir gemeinsam vor u damit neue Wege zum Schutz von Leiharbeitern. Neues Wohnraumstärkungsgesetz von #CDU u #FDP besteht in der Praxis. https://t.co/VZhcFgZIUj",57014719,"Ministerin für Heimat, Kommunales, Bau und Digitalisierung NRW | Landesvorsitzende FU NRW | Stellv. Landesvorsitzende der CDU NRW | Präsidium CDU Deutschland","[{'indices': [6, 17], 'text': 'Ausbeutung'}, {'indices': [109, 114], 'text': 'Goch'}, {'indices': [120, 124], 'text': 'NRW'}, {'indices': [127, 139], 'text': 'Niederlande'}, {'indices': [246, 250], 'text': 'CDU'}, {'indices': [253, 257], 'text': 'FDP'}]",1
1508727490000440000,zensur_opfer,"@JoachimStamp Mal abwarten, nach der Landtagswahl sieht es wohl anders aus.",1505912582460400000,"Zensur-Opfer von Meldemuschis
Freiheit lässt sich nicht unterdrücken.
🇩🇪 Deutschland zuerst 🇩🇪",,1
1490239371043390000,AfdAachen,"@Tino_Chrupalla @Alice_Weidel 
Liebe Frau Dr. Weidel, lieber Herr Chrupalla,
Dankeschön, dass Sie gestern auf unserem Landesparteitag in Siegen waren.
Das hat uns sehr gut getan!
💙🇩🇪💙",1330820129165360000,"Twitter Account des Kreisverbandes Aachen der Alternative für Deutschland

Diskurs ist gern gesehen, Beleidigungen nicht.

 Repost bedeutet nicht Zuspruch.",,1
1521585064085270000,AlexKohler1,"Das Kennzeichen des #SPD Kandidaten, steht Symbolisch für die Kompetenz dieser Partei im Bereich #Digitalisierung #nrwwahl2022 #NRWvonMorgen , gut bei den anderen im Landtag vertretenen Parteien ist es ähnlich finster. Deshalb #Piraten !",464802334,"Piratenpartei Deutschland /Themenbeauftragter Außen und Sicherheitspolitik / Geopolitik / KRITIS / ""Cyber""warfare","[{'indices': [20, 24], 'text': 'SPD'}, {'indices': [97, 113], 'text': 'Digitalisierung'}, {'indices': [114, 126], 'text': 'nrwwahl2022'}, {'indices': [127, 140], 'text': 'NRWvonMorgen'}, {'indices': [227, 235], 'text': 'Piraten'}]",1
1521565253837940000,mary_curie_,Unter Schwarz-Gelb ist in NRW vieles besser geworden. #ltwnrw2022 #Kutschaty #Wüst,2332118976,Mary | 26 | JU & CDU | konservativ | hab leider den humor eines 12 jährigen pubertierenden Jungen | sogenanntes JU Frettchen | erwartet regelmäßiges Shitposten,"[{'indices': [54, 65], 'text': 'ltwnrw2022'}, {'indices': [66, 76], 'text': 'Kutschaty'}, {'indices': [77, 82], 'text': 'Wüst'}]",1
1490240559834880000,GuNi16297608,"Dank an Alice Weidel und der AFD. Schande für Herrn Meuthen, der nicht nur der AFD sondern allen Deutschen in den Rücken gefallen ist",1050836688421970000,"Konservativ, patriotisch, Familienmensch und Freundin von Demokratie und Freiheit",,1
1488395721791480000,HeiKolbe,"@fdp_krefeld @micFDP Ja und wir haben die Wahl. Eine Unfreiheit ala FDP zu wählen, oder aber sie nicht zu wählen, um sie wieder aus dem Bundestag zu verbannen. Hat bereits einmal geklappt.",1476153256745310000,"Beiträge zur politischen Lage in Deutschland – fundierte Themen, ergänzt durch subjektive Meinungen, die zum Nachdenken und Diskutieren anregen.",,1
1490694654811160000,GerdMannesAfD,@AlternativeNRW @ChristianBlex @Schneider_AfD @Iris_AfD_MdL @twittschler @Vincentz_AfD @MeyerSoltauAfD @KayGottschalk1 @Spenrath_AfD Glückwunsch und herzliche Grüße aus Bayern 🇩🇪💙 #NurdieAfD #AfDVereint,983697909270155000,"MdL @Landtag_Bayern, @AfD_Bayern_LT | Freiheit, Heimat, Zukunft | Auch bei @telegram: https://t.co/lryHRzjm4E 💙 Imp: https://t.co/Um55frR5Xb","[{'indices': [180, 190], 'text': 'NurdieAfD'}, {'indices': [191, 202], 'text': 'AfDVereint'}]",1
1507116106707780000,schrodi_m,@AfD_FraktionNRW Hast du auf der Rückreise Frauen und Kinder mit nach Deutschland genommen?,956598264677261000,"Afd,eine Schande für Deutschland🖕.
Eala Frya Fresena. 
Lebe stets so, dass die AfD etwas dagegen hat.
Slava Ukraini 🇺🇦
I stand with Israel 🇮🇱",,0
1510567231620590000,RegioSaarland,"In NRW liefern sich CDU und SPD weiter ein Kopf-an-Kopf-Rennen in der Wählergunst.

https://t.co/4nBq20tU9x",953542515390632000,"Nachrichten aus dem Saarland, Deutschland und der Welt. Twittert hier auch Meinung.",,1
1488416865793810000,unsdorf,"""Kritik am nächsten #AfD-Vorsitzenden - alles nur nette Fassade?"" https://t.co/BGYeVLBNIo",1341838041896380000,"Christian Lüth: 
""Je schlechter es Deutschland geht, desto besser für die AfD""","[{'indices': [20, 24], 'text': 'AfD'}]",1
1488936648251300000,Deutschlandver1,"@erik_fluegge @ThomasKutschaty @stephanpalagan Ich glaube, nicht mal in der SPD NRW finden Sie eine Mehrheit für die Aussage, dass Kutschaty klug ist. Wäre er es, hätte er den Vortritt jemand anderem gelassen.",1418461817744070000,Deutschland versagt: Pandemie • Impfen • Klima • Flut • Korruption • Digitalisierung • Bildung • Verteidigung • Rente • Finanzen,,1
1492732788856050000,WernerKulikow,"@henninghoene Der Lauterbach hat doch genug von dieser Booster Pampe ! Ich denke aus Sicherheitsgründen sollten die im BT jeden Tag geboostert werden, das wir keine Ausfälle bei so wichtige Personen haben. 
Holen sie sich ruhig noch eine ab, es ist genug da !",714145808447357000,""" Der Nationalist ist einer, der die anderen hasst. Der Patriot ist einer der das eigene Land liebt und den Patriotismus der Nachbarn versteht "" Weizsäcker",,1
1491006850011390000,samurai_der,@ju_khatib Und Jules - was willst Du uns damit sagen 🤷‍♂️ dass Jeff und Elon Millionen Menschen von Ihren Geschäftsideen überzeugt haben und diese dann dafür viel Geld anbieten um daran teilzuhaben 🧐 oder was 😎,1158834642373570000,"Früher war die SPD noch eine Arbeiterpartei, die FDP liberal, die CDU konservativ und die Grünen unwählbar. Und jetzt haben die Irren die Anstalt übernommenen.",,1
1522485964031070000,holli_hh,"Mal ein Aufruf an alle in NRW (Feldversuch):
Macht am 15.05. das Kreuz bei der #AfD und lasst uns schauen, ob es nicht deutlich besser läuft, wenn eine Partei im Landtag sitzt, die noch bei klarem Verstand ist. 
Dieser #GruenerMist und #SPDtotalausfall braucht dringend Gegenwind.",108715774,"Ungeimpft!  Gegen Gendern, für Diplomatie. Für bezahlbares Leben und für Heimat und Familie.
Es gibt nur 2 Geschlechter.","[{'indices': [79, 83], 'text': 'AfD'}, {'indices': [219, 231], 'text': 'GruenerMist'}, {'indices': [236, 252], 'text': 'SPDtotalausfall'}]",1
1488560362878350000,SchallHeinrich,@spektrum @Carosowhat Außer Umverteilen fällt den Linken nix ein.,1206207267915410000,"Patriot vom Scheitel bis zur Sohle.
(Schon mehrfach gemeldet; anscheinend darf ich kein Patriot sein)
Der Klimawahn macht unser Land kaputt.
Zusammenstehen!",,1
1525428187894780000,PeterBorbe,"Die #Gruenen bei 17%, lernen die Leute es eigentlich nie? Wieviel #GruenerMist können die eigentlich noch bauen, wieviel Schaden für das Land anrichten, wieviele Belastungen den Bürgern auferlegen, bis die lernen, dass man diese Partei nie wählen kann? #Gruene #ltwnrw #ltwnrw22",3568692616,"Kritischer Geist, konservativ

Autor: ""Leben in der Grünen-Welt""
Infos & Bestellungen: https://t.co/tCYyo2Dmnp

Telegram: https://t.co/ynWAGvmsN6","[{'indices': [4, 12], 'text': 'Gruenen'}, {'indices': [66, 78], 'text': 'GruenerMist'}, {'indices': [253, 260], 'text': 'Gruene'}, {'indices': [261, 268], 'text': 'ltwnrw'}, {'indices': [269, 278], 'text': 'ltwnrw22'}]",1
1524690077603060000,JahnTeam,"SCHMAROTZER IN NRW? WER SIND DIE SCHMAROTZER?👍 

Das wird dem Bürger in NRW von RP-Online gesagt❗️
Widerlicher und undemokratischer, kann man nicht Partei ergreifen.
Neutralität der Medien❓
Ich habe selten so gelacht.

🦅#TEAMHEIMAT🇩🇪 #AfD 
https://t.co/ictRlmIOja via @YouTube",1144894697451790000,"Original Telegramkanal: 
https://t.co/ZAQl7qi6QV
Blogger, Aktivist, Liberal, Konservativ, Libertär, Rechts, Links und extremer Kaffeetrinker.

🇩🇪","[{'indices': [220, 231], 'text': 'TEAMHEIMAT'}, {'indices': [234, 238], 'text': 'AfD'}]",1
1488472020673340000,Lukas_tl2023,"@MarcusPretzell Die FDP ist eine Partei notorischer Besserwisser, die lieber ihre Seele verkaufen würde, als sich selber Fehler einzugestehen. Und genau deswegen werden die 5-7% auch zu Union laufen und nicht zur FDP",1487494778547810000,"Ehemaliges JuLis-Mitglied. 
Schon immer CDU-Wähler.
Mehr konservativ als liberal.",,1
1500349247610360000,PaulusUsingen,@RainerDederichs @sunny_sommer @JurgenPresser @nenacasc @MatthiasLE45 @HendrikWuest @cdu_nrw Die CDU ist nicht wählbar,1372112187074940000,"In Deutschland geboren, ein Herz für Israel und dabei meine Heimat zu verlieren, ohne sie zu verlassen. Die linke Politik nimmt uns den Lebensraum
P.S. Indianer",,1
1496842428610980000,Weed_Mit_Glied,@DLFNachrichten Das gefällt der CDU NRW garantiert nicht,1362323953390340000,"Konservativ bedeutet zurück geblieben!!! CDU Mitglied 🤣

Mach dich schlau.",,2
1510534144912240000,DerFan1898,"@MonaNeubaur NEIN!!

Wegen Inflation: Grüne fordern Tempolimit
Wegen Ukraine: Grüne fordern Tempolimit
Wegen Finanzkrise: Grüne fordern Tempolimit
Wegen Migration: Grüne fordern Tempolimit
Wegen COVID: Grüne fordern Tempolimit
Wegen was auch immer: Grüne fordern #Tempolimit",1456213824390960000,⚜️Nur der Sportverein⚜️ | Konservativ-Sozial | Atheist | 🇩🇪🇦🇹🇨🇭🇪🇺🇺🇸🇮🇱,"[{'indices': [263, 274], 'text': 'Tempolimit'}]",1
1498399608279560000,ReneTene,"@JoachimStamp @TwitterDE Erstaunlich wie schnell die FDP ihre freiheitlichen Werte über Bord wirft. Ihr seid zu Recht als die Umfaller-Partei bekannt, die für ein paar Posten alles verrät. 

#NiewiederFDP",743127054611272000,Für die Heimat.,"[{'indices': [191, 204], 'text': 'NiewiederFDP'}]",1
1506852408831490000,MontyMan1975,"@realjonaswd Immer wenn ich Kutschaty sehe, habe ich dieses Würgegefühl und das dringende Bedürfnis, zu duschen. 🤢",1296665761998570000,"Liberal-konservativ, anti-links, 🇩🇪.
❤️ Duisburg, auch wenn ich dort nicht wohne.
Grünen-Parteiverbot JETZT!",,1
1492645664605580000,WGrupp993,"@ThomasKutschaty Man sollte den Herren nun wirklich nicht als ""großen Staatsmann"" verklären @pflueginsky",1293424850774760000,"Konservativ, mit gewissen Neigungen 😁 | Hauptsächlich hier, um den alltäglichen Wahnsinn mitzubekommen, nicht um selbst zu kommentieren 👍",,1
1511634805116520000,AlexJungbluth,"Die beste #Demokratie aller Zeiten zeichnet sich dadurch aus, dass eine unliebsame Partei vom sog. #Verfassungsschutz bespitzelt, die Wahlkämpfer ins Krankenhaus geprügelt werden und der #Staatsfunk dann von ""jammern"" spricht.

#AfD #NRW #ltwnrw22 #ltwnrw

https://t.co/VWpFCCzFEc",1118901879189190000,"Abgeordneter des Europäischen Parlaments | zuständig für den Haushalt 💶| 
Mitglied des AfD-Bundesvorstands 🇩🇪|
Vater, Patriot, Burschenschafter","[{'indices': [10, 21], 'text': 'Demokratie'}, {'indices': [99, 117], 'text': 'Verfassungsschutz'}, {'indices': [187, 198], 'text': 'Staatsfunk'}, {'indices': [228, 232], 'text': 'AfD'}, {'indices': [233, 237], 'text': 'NRW'}, {'indices': [238, 247], 'text': 'ltwnrw22'}, {'indices': [248, 255], 'text': 'ltwnrw'}]",1
1497206558807180000,Didineutral,"@gendesternchen @BriHasselmann @Markus_Soeder @HendrikWuest Selbst schuld warum wählst du solche Parteien, wie Grüne, SPD oder FDP, die verarschen das Wählervolk und Abends zählen Sie im einsamen Kämmerlein die Kohle die sie wieder uns abgeknöpft haben.",1479125837333080000,"Geboren um zu leben, gelebt um die Welt zu lieben, verreist um die Menschen in ihrer kulturellen Heimat kennen zu lernen.",,1
1518530385596100000,RogerBeckamp,"Die Kinderarmut ist sehr hoch in Deutschland, das ist erbärmlich. Da hat Frau Butterwegge von den Linken recht.

Klar ist aber auch, dass die Open-Border-Politik der Linken diese Armut fördert bzw. verursacht. Diese Linke ist inländerfeindlich. https://t.co/j8HeGN4qoW",4755310637,"Immer schön bei der Wahrheit bleiben; Obmann im Ausschuss für Wohnen, Stadtentwicklung, Bauwesen… ; Vorsitzender der deutsch-iranischen Parlamentariergruppe",,1
1490963606812640000,Underhill83,"@ju_khatib Hat schon jemand gesagt, dass es vor 4.650 Jahren noch gar keine US-Dollar gab? 
So wichtig das du erwähnen!",836501327035368000,"Exil-Pfälzer aus Franken in Ostfriesland.

Basketball, MTG, links-grün-versiffte Politik und was mich sonst interessiert.

Deutsch / English - DMs open",,0
1498046138942960000,spezialdemokrat,"@HendrikWuest Sind diese Spaziergänger jetzt auch Nazis? Bin mittlerweile etwas verwirrt. Gut, dass das Corona-Virus zwischen Gut und Böse unterscheiden kann ...",17189428,"Männlich, weiß, hetero. Liberal-konservativ. Vertreter der politischen Mitte, die von links außen betrachtet fälschlicherweise für ""rechts"" gehalten wird. 😉",,1
1490014965293540000,KanoKobayashi,"@JoanaCotar @Vincentz_AfD Ich darf mich anschließen und gratuliere Dr. @Vincentz_AfD zu seiner Wahl und freue mich darauf, weiter von ihm zu hören und zu lesen.",1155932409562570000,"Wer die Wahrheit sagt, braucht im besten Deutschland aller Zeiten nur einen Bademantel.",,1
1494067354753510000,HeikeBoudica,"@Boooby2017 @HendrikWuest Das Problem ist die Alternative. Kutschaty von der SPD ist noch schlimmer. Ich werde etwas ganz Anderes wählen und auch da gegen meine Überzeugung, nur aus Protest.",1254165432115790000,"Ich habe einen gesunden Menschenverstand, Dr. ing. ohne Mogeln, Ehefrau und Mutter, konservativ🇨🇭🇩🇪. 🇮🇱 Pro libertate et tolerantia 🐀",,1
1499000533935350000,tobi_ohne_bo,@ThomasKutschaty Ist es nicht eher die Aufgabe der Länder sich um ihre Staatsbürger zu kümmern oder soll dieser Krieg für Einwanderung aus Afrika missbraucht werden?,2880925199,Eintracht Frankfurt | Mal liberal mal konservativ | Gegen jeden Extremismus,,1
1490328677707660000,AbakusN,#AfD-#NRW: In #Siegen wird „bunter“ #Landesvorstand unter neuer „Führung“ gewählt! https://t.co/dJHkDn4GEb https://t.co/XvgNiQha2a,1214311711374630000,Politik-Blog: konservativ-freiheitlich-überparteilich-patriotisch,"[{'indices': [0, 4], 'text': 'AfD'}, {'indices': [5, 9], 'text': 'NRW'}, {'indices': [14, 21], 'text': 'Siegen'}, {'indices': [36, 51], 'text': 'Landesvorstand'}]",1
1497894548416120000,buchhalterdT,"@Rechtsdirektor Es soll Länder geben, da ist die CDU tatsächlich bemüht, aber in Ba-Wü übernehmen die Grünen längst und in anderen Ländern wird sofort geschliffen sobald man an die Macht kommt.
In NRW wollten sie das Sozialticket abschaffen, die Studiengebühren waren auch so ein Unionsding.",1274075555239950000,"patriotisch für ein modernes und zukunftsfähiges Deutschland.
Gegen Rechts, gegen Grenzschließungen.",,1
