tweet_id,author,text,user_id,profile_text,hashtags,label
"1,48954E+18",ehrlich_ganz,"@EskenSaskia @nrwspd @ThomasKutschaty NRW, Jahrzehnte lang von der SPD geführt und in diesen miserablen Zustand gebracht, 
sollte für alle anderen Bundesländer ein abschreckendes Beispiel sein...!","1,39399E+18",🇩🇪DEUTSCHLAND.... vom VORZEIGESTAAT zum multikulturellen 'IRRENHAUS'!,,1
"1,5241E+18",Willigender,"@NKaetzler Gerade in Städten wie #Essen, #Duisburg und #Köln wird überdeutlich, wie nötig die #nurnochAfD gebraucht wird um all die linken Träumer zu erden. #ltwnrw22",2389172415,Macht sich Sorgen um Deutschland! Beiträge sind manchmal als Satire gedacht und ein Retweet bedeutet nicht immer Zustimmung!,"[{'indices': [33, 39], 'text': 'Essen'}, {'indices': [41, 50], 'text': 'Duisburg'}, {'indices': [55, 60], 'text': 'Köln'}, {'indices': [94, 105], 'text': 'nurnochAfD'}, {'indices': [157, 166], 'text': 'ltwnrw22'}]",1
"1,49497E+18",PatzkeMarkus,"Heute wählen wir Ministerpräsident @HendrikWuest zu unserem Spitzenkandidaten für die Landtagswahl! Er wird ein motiviertes Team anführen, dass schon bisher eine geschlossene Mannschaftsleistung abgeliefert hat. Einig, stark, geschlossen. Glück auf @CDUNRW_de! #cdu #wuestwirkt https://t.co/Op5T9P8HNc",1907384791,"Lippstadt | Geschichte, Politik & Gesellschaft | Länder & Kulturen | Natur & Garten | liberal-konservativ | CDU 
🇩🇪 🇪🇺 🇺🇦 🇮🇱 🖤 🇬🇧 👑 🇯🇵 ⛩️  📚 🐈","[{'indices': [261, 265], 'text': 'cdu'}, {'indices': [266, 277], 'text': 'wuestwirkt'}]",1
"1,52364E+18",baha_jam,Wählt SPD in NRW oder ihr verliert eure Jobs und die Gunst des Kanzlers. Oder habe ich #Klingbeil missverstanden?,3697496055,"""Schlaumeier hoch zehn"" (Feldenkirchen, Jauchegrube, 2025) | Anständige Polemik | Konservativ grundierter Pragmatismus | Token by nature","[{'indices': [87, 97], 'text': 'Klingbeil'}]",1
"1,50631E+18",WinWinChester3,@MonaNeubaur Das ist ja voll Nazi......😎,"1,46142E+18","Alles zu hinterfragen, warum sind die Dinge so wie sie sind, wer hat Nutzen davon, ist Pflicht.
Ungeimpft und Spaß dabei. Patriot 🇩🇪 Straßenabitur.
Ruhrpott.",,1
"1,49254E+18",Teutone2800,@twittschler @AfDLindemann Seit ihr bei den Grünen oder mögt ihr Hausmannskost 🤣💪,"7,92464E+17",Ungespiket fanatischer Maßnahmengegner Patriot und Grünenfresser also fantastischer Charakter,,1
"1,52374E+18",Freddy14792713,"@J_Todenhoefer @profraika @ABaerbock #GruenerMist
Gebt den GRÜNEN am Sonntag in NRW die Quittung für ihren Betrug am Wähler...
Ansonsten ist euch nicht mehr zu helfen...","1,35704E+18","💙 Patriot 💙 Für ein Deutschland wie es einmal vor 2015 war, sicher und lebenswert... Gegen rot-grünen Woke Irrsinn und Gendergaga...❎","[{'indices': [37, 49], 'text': 'GruenerMist'}]",1
"1,52516E+18",MarkusSonderman,"@HendrikWuest 330.000 Ausreisepflichtige in Zeiten der Merkel Regierung, Sind für mich ein Grund nie wieder CDU zu wählen. Ich möchte mich nicht mitschuldig machen an Vergewaltigungen und Gewalttaten. Nichts ist getan worden","1,40295E+18","🇩🇪Deutsch🇩🇪, Kritisch Konservativ Kämpferisch, Medienresistent, Grünophob ""Nur tote Fische schwimmen mit dem Strom""",,1
"1,49277E+18",win_sommer,"@henninghoene Könnte ja sein, dass im Gegenzug auch ein Teilnehmer aus der Steinmeier Fraktionen erkrankt ist. Dann fällt das fehlen ihrer Stimme nicht so sehr ins Gewicht. Andersrum eigentlich auch nicht.","1,21527E+18","Parteilos,unabhängig,konservativ, technikaffin",,1
"1,52218E+18",NoelleDrtil,"Und vorgestern noch im #WDR, 
ging es bei der Wahlarena hoch her, 
#Kutschaty, #Stamp und #Neubaur gegen Videoüberwachung,
bringt viele Duisburger heute aus der Fassung.
Streit, Gewalt, Clankriminalität und Schießerei,
wären, wenn @hreul Innenminister bleibt, vorbei!
#LTWNRW2022","1,0997E+18",konservativ & wirtschaftsliberal | Parlamentspoetin oder so,"[{'indices': [23, 27], 'text': 'WDR'}, {'indices': [67, 77], 'text': 'Kutschaty'}, {'indices': [79, 85], 'text': 'Stamp'}, {'indices': [90, 98], 'text': 'Neubaur'}, {'indices': [268, 279], 'text': 'LTWNRW2022'}]",1
"1,52467E+18",KlimalisteBW,"Liebe Menschen in #NRW,
wenn ihr noch Gründe sucht, warum es wichtig ist, die aktuelle Landesregierung am Sonntag bei der #LTWNRW2022 abzuwählen, dies ist einer.

P.s.: Unsere Wahlempfehlung: @NicolinGabrysch auf der Liste von @DieLinkeNRW (bei 5% sicher im Landtag).","1,29093E+18","Landesverband BW der Partei Klimaliste Deutschland (@KL_Deutschland).
Auf Mastodon zu finden unter: @KlimalisteBW@climatejustice.social","[{'indices': [18, 22], 'text': 'NRW'}, {'indices': [122, 133], 'text': 'LTWNRW2022'}]",0
"1,49715E+18",Philipp_KNKL,@TheSentinalRG @_FriedrichMerz @CDU @CSU Die Grünen haben unter Kraft in NRW den Hambacher Forst abgeholzt. Krasse Doppelmoral.,"1,48301E+18","Naturliebhaber | Wirtschaftsliberal | Konservativ | Genießer | Neugierig | FC Bayern München | Formel 1

Und natürlich rein privat hier.",,1
"1,49139E+18",PharmaDeu,"Vielen Dank an Mehrdad Mostofizadeh @mostofiz, stellvertretender Fraktionsvorsitzender @gruenenrw, für das gute Gespräch zum Thema #Arzneimittelversorgung in Nordrhein-Westfalen beim #Regionallunch #NRW. https://t.co/c3mBNOer2g",243190198,"Hier twittert Pharma Deutschland. 
https://t.co/yvgKSGZmK2
https://t.co/5VSp3Fsmw3","[{'indices': [131, 154], 'text': 'Arzneimittelversorgung'}, {'indices': [183, 197], 'text': 'Regionallunch'}, {'indices': [198, 202], 'text': 'NRW'}]",2
"1,51883E+18",claus_cremer,"Also wie bei jeder Gegendemonstration von #Antifa- und/oder #Grünen….. Immer. 🤷🏼‍♂️

#Habeck #Dortmund #Westfalen #Ruhrgebiet #NRW https://t.co/nUs9rMBOYZ",24414954,HEIMAT Landesvorsitzender NRW / Mitglied des HEIMAT-Parteivorstandes / Mitglied APF und ETN,"[{'indices': [42, 49], 'text': 'Antifa'}, {'indices': [60, 67], 'text': 'Grünen'}, {'indices': [85, 92], 'text': 'Habeck'}, {'indices': [93, 102], 'text': 'Dortmund'}, {'indices': [103, 113], 'text': 'Westfalen'}, {'indices': [114, 125], 'text': 'Ruhrgebiet'}, {'indices': [126, 130], 'text': 'NRW'}]",1
"1,5001E+18",Chipmun23316534,"@nenacasc @Zeitgeschehen_ @HendrikWuest @Karl_Lauterbach Na, weil er auch für #Impfpflicht und #Impfzwang stimmen wird, gelle @HendrikWuest ?
#Unwaehlbar #NRWwahlen","1,05036E+18","„Natürlich kann man in Deutschland seine Meinung frei äußern. Man hat aber mit sozialen Folgekosten zu rechnen, die sehr hoch sein können.“ - Patzelt","[{'indices': [78, 90], 'text': 'Impfpflicht'}, {'indices': [95, 105], 'text': 'Impfzwang'}, {'indices': [142, 153], 'text': 'Unwaehlbar'}, {'indices': [154, 164], 'text': 'NRWwahlen'}]",1
"1,48882E+18",HorstWeber13,Schmierentheater-Truppe SPD,"9,26408E+17",Agere sequitur esse. Selbstdenker. Konservativ. Deutsch - schon immer. 🚂 Patriot. Für Lebensschutz von Beginn an. Identität-Heimat-Tradition,,1
"1,49575E+18",NicolinGabrysch,"#RWE enteignen. #PeopleNotProfit , und Tiere auch 💚✊

@AlleDoerfer @LuetziBleibt @MaWaLuetzerath @UnserAllerWald @klima_freunde @KlimalisteNRW @DieLinkeNRW @FFF_Koeln @sff_koeln @parents4future @KoelleForFuture","1,19466E+18","Mutter, Klimaaktivistin, Klima Freund*in, Parteivorsitzende der Klimaliste Deutschland und Netzwerkerin - für Klimagerechtigkeit und eine lebenswerte Zukunft","[{'indices': [0, 4], 'text': 'RWE'}, {'indices': [16, 32], 'text': 'PeopleNotProfit'}]",0
"1,52577E+18",schweizok2,"Schweizer würden @AfD wählen ‼️‼️‼️
Ich wünsche der #AfD heute in Nordrhein-Westfalen viele neue Wähler und ganz viel Erfolg 🍀👍 🇩🇪❤️
@RTLWEST @RTL_com @HendrikWuest 
Fotos = RTL WEST https://t.co/GXOzpQWgls","9,57154E+17","TIERFREUND, Schweizer „PATRIOT“! Meine Großeltern kommen aus Deutschland 🇩🇪 Jobvermittler für’s Engadin🇨🇭Mit toller Nostalgie-Ecke 🥰","[{'indices': [52, 56], 'text': 'AfD'}]",1
"1,50007E+18",FoxB29528584,"@AfD_Muenster @Anemalon19 @GuidoReil @ElmarSalinger @AlternativeNRW @Vincentz_AfD @Iris_AfD_MdL @AfDKoeln @twittschler @clemens_carlo @sandra2519691 @JilgAntje @kinderkongress @KayGottschalk1 @Schneider_AfD @Renner_AfD @ChristianBlex @thomasroecke @Loose_AfD @EnxhiSeli @AfD_GE @DrMEspendiller Die individuelle Nutzen-Risiko-Abwägung muss für Entscheidungsfindung ausschlaggebend bleiben!
💙 Danke, AfD 💙
https://t.co/dJS6rLtyP9","1,06427E+18","δημοκρατία (dēmokratía)  „Volksherrschaft“  ---
 „Es  lebe  das  heilige  Deutschland.“ l GETTR @Fox_Bget",,1
"1,49388E+18",gassengespan,SPD dreht durch! – Dr. Martin Vincentz (AfD) https://t.co/9c8xprhm6L via @YouTube,"7,58202E+17","Deutscher Patriot, Regimegegner, demokratischer Freidenker. Früher Schriftsetzermeister, heute Hobbykünstler.
Bitte beachtet auch meinen T-Shirt-Shop.",,1
"1,50528E+18",Puettmann_Bonn,"Geht mir ähnlich. Im Bund nie grün gewählt, aber bei Habeck, Baerbock und Özdemir als Ministern fühl ich mich bisher gut aufgehoben und international respektabel repräsentiert. Sie reden auch nicht nur in vorgestanzten, möglichst unangreifbaren Phrasen und wagen mal was zu sagen.",3318457029,"Politologe. Publizist. Je nach Thema liberal, sozial, konservativ. Publikationen zu: Sozialethik, Religionssoziologie, CDU, Rechtspopulismus.
@zdkonline",,2
"1,48924E+18",DukeX42,"@ju_khatib Wer seine Religion mit zur Arbeit nimmt, soll gerne woanders arbeiten.",42122483,"Es gibt nur einen Schutz im Bärengebiet:
Gehe immer mit jemandem, der langsamer ist als Du.

Experte der Wissen schafft
m/w/d (männlich/weiß/deutsch)",,1
"1,49257E+18",boehnisch,"@micFDP Nach einer durch und durch friedlichen und unproblematischen Demo, zieht die Polizei am Ende scheinbar wahllos Leute aus dem Zug und kontrolliert die Einhaltung von 3G. 🙈 @fdp_nrw ist Teil dieser Landesregierung und damit Teul des Problems!",22752183,"aufgeklärt und analytisch, liberal-konservativ, meine Kinder sollen selbstbestimmt in einer chancenreichen Welt leben können",,1
"1,50596E+18",derdirekte,"@MonaNeubaur @schaeffer_nrw An dem Punkt Sollte mal klarstellen das viele angebliche Verschwörungsmythen wenig später traurige Realität wurden.
Wie war das mit ""Es wird keinen Lockdown geben""
Keine Impfpflicht?

Ein 1 Punkte Plan würde reichen 
Ehrlichkeit. Doch daran haben die Grünen leider kein Interesse.","1,40915E+18","Ehrlich. Direkt. Gerade raus. So bin ich .

stolzer Familienvater und leidenschaftlicher Rallyefahrer

Ich bin Mitglied bei Bündnis Deutschland",,1
"1,48956E+18",VanHakk89,"@KuehniKev @ThomasKutschaty @nrwspd Als Wahlberliner und gebürtigem Bochumer will ich meinem Land nur raten nicht die SPD zu wählen, erst nachdem die CDU im Landttag das Ruder führte wurde NRW besser regiert. Der wüst ist irgendwie ein Hampelmann aber die CDU ist im Nacken, das zählt. NRWler macht euer Bild selbst","1,40873E+18","🇪🇺🇩🇪European Patriot a.D. -Gebürtiger Bochumer- Pronomen: Ego/Ist Designer mit Begabung und ja, ich bin politisch",,1
"1,4926E+18",Schwaebli1,@johannesvogel @fdp_nrw @JoachimStamp wer sich mit der Terrororganisation Bündnis90/die Grünen in‘s gemeinsame Bett legt wird bei den nächsten Wahlen dafür dann auch in Haftung genommen.,2539781841,"konservativ, politisch interessiert.",,1
"1,50525E+18",sexual_moon,"@ju_khatib tja....dann überlege mal, warum das so ist. Mir fallen da unzählige Gründe ein.","1,21819E+18","Alter weißer Mann, Pronomen: F/U, rechts der Mitte, radikalisiert, Boomer, Gender-Ignorant, Transphob, Tierfreund und konservativ!!
I STAND WITH ISRAEL !!!!!",,1
"1,52369E+18",inascharrenbach,"Gegen #Ausbeutung - egal wo, egal wie: Erneut gezielte Kontrollaktion von Sammelunterkünften - dieses Mal in #Goch. Aus #NRW u #Niederlande gehen wir gemeinsam vor u damit neue Wege zum Schutz von Leiharbeitern. Neues Wohnraumstärkungsgesetz von #CDU u #FDP besteht in der Praxis. https://t.co/VZhcFgZIUj",57014719,"Ministerin für Heimat, Kommunales, Bau und Digitalisierung NRW | Landesvorsitzende FU NRW | Stellv. Landesvorsitzende der CDU NRW | Präsidium CDU Deutschland","[{'indices': [6, 17], 'text': 'Ausbeutung'}, {'indices': [109, 114], 'text': 'Goch'}, {'indices': [120, 124], 'text': 'NRW'}, {'indices': [127, 139], 'text': 'Niederlande'}, {'indices': [246, 250], 'text': 'CDU'}, {'indices': [253, 257], 'text': 'FDP'}]",1
"1,50873E+18",zensur_opfer,"@JoachimStamp Mal abwarten, nach der Landtagswahl sieht es wohl anders aus.","1,50591E+18","Zensur-Opfer von Meldemuschis
Freiheit lässt sich nicht unterdrücken.
🇩🇪 Deutschland zuerst 🇩🇪",,1
"1,49024E+18",AfdAachen,"@Tino_Chrupalla @Alice_Weidel 
Liebe Frau Dr. Weidel, lieber Herr Chrupalla,
Dankeschön, dass Sie gestern auf unserem Landesparteitag in Siegen waren.
Das hat uns sehr gut getan!
💙🇩🇪💙","1,33082E+18","Twitter Account des Kreisverbandes Aachen der Alternative für Deutschland

Diskurs ist gern gesehen, Beleidigungen nicht.

 Repost bedeutet nicht Zuspruch.",,1
"1,52159E+18",AlexKohler1,"Das Kennzeichen des #SPD Kandidaten, steht Symbolisch für die Kompetenz dieser Partei im Bereich #Digitalisierung #nrwwahl2022 #NRWvonMorgen , gut bei den anderen im Landtag vertretenen Parteien ist es ähnlich finster. Deshalb #Piraten !",464802334,"Piratenpartei Deutschland /Themenbeauftragter Außen und Sicherheitspolitik / Geopolitik / KRITIS / ""Cyber""warfare","[{'indices': [20, 24], 'text': 'SPD'}, {'indices': [97, 113], 'text': 'Digitalisierung'}, {'indices': [114, 126], 'text': 'nrwwahl2022'}, {'indices': [127, 140], 'text': 'NRWvonMorgen'}, {'indices': [227, 235], 'text': 'Piraten'}]",1
"1,52157E+18",mary_curie_,Unter Schwarz-Gelb ist in NRW vieles besser geworden. #ltwnrw2022 #Kutschaty #Wüst,2332118976,Mary | 26 | JU & CDU | konservativ | hab leider den humor eines 12 jährigen pubertierenden Jungen | sogenanntes JU Frettchen | erwartet regelmäßiges Shitposten,"[{'indices': [54, 65], 'text': 'ltwnrw2022'}, {'indices': [66, 76], 'text': 'Kutschaty'}, {'indices': [77, 82], 'text': 'Wüst'}]",1
"1,49024E+18",GuNi16297608,"Dank an Alice Weidel und der AFD. Schande für Herrn Meuthen, der nicht nur der AFD sondern allen Deutschen in den Rücken gefallen ist","1,05084E+18","Konservativ, patriotisch, Familienmensch und Freundin von Demokratie und Freiheit",,1
"1,4884E+18",HeiKolbe,"@fdp_krefeld @micFDP Ja und wir haben die Wahl. Eine Unfreiheit ala FDP zu wählen, oder aber sie nicht zu wählen, um sie wieder aus dem Bundestag zu verbannen. Hat bereits einmal geklappt.","1,47615E+18","Beiträge zur politischen Lage in Deutschland – fundierte Themen, ergänzt durch subjektive Meinungen, die zum Nachdenken und Diskutieren anregen.",,1
"1,49069E+18",GerdMannesAfD,@AlternativeNRW @ChristianBlex @Schneider_AfD @Iris_AfD_MdL @twittschler @Vincentz_AfD @MeyerSoltauAfD @KayGottschalk1 @Spenrath_AfD Glückwunsch und herzliche Grüße aus Bayern 🇩🇪💙 #NurdieAfD #AfDVereint,"9,83698E+17","MdL @Landtag_Bayern, @AfD_Bayern_LT | Freiheit, Heimat, Zukunft | Auch bei @telegram: https://t.co/lryHRzjm4E 💙 Imp: https://t.co/Um55frR5Xb","[{'indices': [180, 190], 'text': 'NurdieAfD'}, {'indices': [191, 202], 'text': 'AfDVereint'}]",1
"1,50712E+18",schrodi_m,@AfD_FraktionNRW Hast du auf der Rückreise Frauen und Kinder mit nach Deutschland genommen?,"9,56598E+17","Afd,eine Schande für Deutschland🖕.
Eala Frya Fresena. 
Lebe stets so, dass die AfD etwas dagegen hat.
Slava Ukraini 🇺🇦
I stand with Israel 🇮🇱",,0
"1,51057E+18",RegioSaarland,"In NRW liefern sich CDU und SPD weiter ein Kopf-an-Kopf-Rennen in der Wählergunst.

https://t.co/4nBq20tU9x","9,53543E+17","Nachrichten aus dem Saarland, Deutschland und der Welt. Twittert hier auch Meinung.",,2
"1,48842E+18",unsdorf,"""Kritik am nächsten #AfD-Vorsitzenden - alles nur nette Fassade?"" https://t.co/BGYeVLBNIo","1,34184E+18","Christian Lüth: 
""Je schlechter es Deutschland geht, desto besser für die AfD""","[{'indices': [20, 24], 'text': 'AfD'}]",0
"1,48894E+18",Deutschlandver1,"@erik_fluegge @ThomasKutschaty @stephanpalagan Ich glaube, nicht mal in der SPD NRW finden Sie eine Mehrheit für die Aussage, dass Kutschaty klug ist. Wäre er es, hätte er den Vortritt jemand anderem gelassen.","1,41846E+18",Deutschland versagt: Pandemie • Impfen • Klima • Flut • Korruption • Digitalisierung • Bildung • Verteidigung • Rente • Finanzen,,1
"1,49273E+18",WernerKulikow,"@henninghoene Der Lauterbach hat doch genug von dieser Booster Pampe ! Ich denke aus Sicherheitsgründen sollten die im BT jeden Tag geboostert werden, das wir keine Ausfälle bei so wichtige Personen haben. 
Holen sie sich ruhig noch eine ab, es ist genug da !","7,14146E+17",""" Der Nationalist ist einer, der die anderen hasst. Der Patriot ist einer der das eigene Land liebt und den Patriotismus der Nachbarn versteht "" Weizsäcker",,1
"1,49101E+18",samurai_der,@ju_khatib Und Jules - was willst Du uns damit sagen 🤷‍♂️ dass Jeff und Elon Millionen Menschen von Ihren Geschäftsideen überzeugt haben und diese dann dafür viel Geld anbieten um daran teilzuhaben 🧐 oder was 😎,"1,15883E+18","Früher war die SPD noch eine Arbeiterpartei, die FDP liberal, die CDU konservativ und die Grünen unwählbar. Und jetzt haben die Irren die Anstalt übernommenen.",,1
"1,52249E+18",holli_hh,"Mal ein Aufruf an alle in NRW (Feldversuch):
Macht am 15.05. das Kreuz bei der #AfD und lasst uns schauen, ob es nicht deutlich besser läuft, wenn eine Partei im Landtag sitzt, die noch bei klarem Verstand ist. 
Dieser #GruenerMist und #SPDtotalausfall braucht dringend Gegenwind.",108715774,"Ungeimpft!  Gegen Gendern, für Diplomatie. Für bezahlbares Leben und für Heimat und Familie.
Es gibt nur 2 Geschlechter.","[{'indices': [79, 83], 'text': 'AfD'}, {'indices': [219, 231], 'text': 'GruenerMist'}, {'indices': [236, 252], 'text': 'SPDtotalausfall'}]",1
"1,48856E+18",SchallHeinrich,@spektrum @Carosowhat Außer Umverteilen fällt den Linken nix ein.,"1,20621E+18","Patriot vom Scheitel bis zur Sohle.
(Schon mehrfach gemeldet; anscheinend darf ich kein Patriot sein)
Der Klimawahn macht unser Land kaputt.
Zusammenstehen!",,1
"1,52543E+18",PeterBorbe,"Die #Gruenen bei 17%, lernen die Leute es eigentlich nie? Wieviel #GruenerMist können die eigentlich noch bauen, wieviel Schaden für das Land anrichten, wieviele Belastungen den Bürgern auferlegen, bis die lernen, dass man diese Partei nie wählen kann? #Gruene #ltwnrw #ltwnrw22",3568692616,"Kritischer Geist, konservativ

Autor: ""Leben in der Grünen-Welt""
Infos & Bestellungen: https://t.co/tCYyo2Dmnp

Telegram: https://t.co/ynWAGvmsN6","[{'indices': [4, 12], 'text': 'Gruenen'}, {'indices': [66, 78], 'text': 'GruenerMist'}, {'indices': [253, 260], 'text': 'Gruene'}, {'indices': [261, 268], 'text': 'ltwnrw'}, {'indices': [269, 278], 'text': 'ltwnrw22'}]",1
"1,52469E+18",JahnTeam,"SCHMAROTZER IN NRW? WER SIND DIE SCHMAROTZER?👍 

Das wird dem Bürger in NRW von RP-Online gesagt❗️
Widerlicher und undemokratischer, kann man nicht Partei ergreifen.
Neutralität der Medien❓
Ich habe selten so gelacht.

🦅#TEAMHEIMAT🇩🇪 #AfD 
https://t.co/ictRlmIOja via @YouTube","1,14489E+18","Original Telegramkanal: 
https://t.co/ZAQl7qi6QV
Blogger, Aktivist, Liberal, Konservativ, Libertär, Rechts, Links und extremer Kaffeetrinker.

🇩🇪","[{'indices': [220, 231], 'text': 'TEAMHEIMAT'}, {'indices': [234, 238], 'text': 'AfD'}]",1
"1,48847E+18",Lukas_tl2023,"@MarcusPretzell Die FDP ist eine Partei notorischer Besserwisser, die lieber ihre Seele verkaufen würde, als sich selber Fehler einzugestehen. Und genau deswegen werden die 5-7% auch zu Union laufen und nicht zur FDP","1,48749E+18","Ehemaliges JuLis-Mitglied. 
Schon immer CDU-Wähler.
Mehr konservativ als liberal.",,1
"1,50035E+18",PaulusUsingen,@RainerDederichs @sunny_sommer @JurgenPresser @nenacasc @MatthiasLE45 @HendrikWuest @cdu_nrw Die CDU ist nicht wählbar,"1,37211E+18","In Deutschland geboren, ein Herz für Israel und dabei meine Heimat zu verlieren, ohne sie zu verlassen. Die linke Politik nimmt uns den Lebensraum
P.S. Indianer",,1
"1,49684E+18",Weed_Mit_Glied,@DLFNachrichten Das gefällt der CDU NRW garantiert nicht,"1,36232E+18","Konservativ bedeutet zurück geblieben!!! CDU Mitglied 🤣

Mach dich schlau.",,2
"1,51053E+18",DerFan1898,"@MonaNeubaur NEIN!!

Wegen Inflation: Grüne fordern Tempolimit
Wegen Ukraine: Grüne fordern Tempolimit
Wegen Finanzkrise: Grüne fordern Tempolimit
Wegen Migration: Grüne fordern Tempolimit
Wegen COVID: Grüne fordern Tempolimit
Wegen was auch immer: Grüne fordern #Tempolimit","1,45621E+18",⚜️Nur der Sportverein⚜️ | Konservativ-Sozial | Atheist | 🇩🇪🇦🇹🇨🇭🇪🇺🇺🇸🇮🇱,"[{'indices': [263, 274], 'text': 'Tempolimit'}]",1
"1,4984E+18",ReneTene,"@JoachimStamp @TwitterDE Erstaunlich wie schnell die FDP ihre freiheitlichen Werte über Bord wirft. Ihr seid zu Recht als die Umfaller-Partei bekannt, die für ein paar Posten alles verrät. 

#NiewiederFDP","7,43127E+17",Für die Heimat.,"[{'indices': [191, 204], 'text': 'NiewiederFDP'}]",1
"1,50685E+18",MontyMan1975,"@realjonaswd Immer wenn ich Kutschaty sehe, habe ich dieses Würgegefühl und das dringende Bedürfnis, zu duschen. 🤢","1,29667E+18","Liberal-konservativ, anti-links, 🇩🇪.
❤️ Duisburg, auch wenn ich dort nicht wohne.
Grünen-Parteiverbot JETZT!",,1
"1,49265E+18",WGrupp993,"@ThomasKutschaty Man sollte den Herren nun wirklich nicht als ""großen Staatsmann"" verklären @pflueginsky","1,29342E+18","Konservativ, mit gewissen Neigungen 😁 | Hauptsächlich hier, um den alltäglichen Wahnsinn mitzubekommen, nicht um selbst zu kommentieren 👍",,1
"1,51163E+18",AlexJungbluth,"Die beste #Demokratie aller Zeiten zeichnet sich dadurch aus, dass eine unliebsame Partei vom sog. #Verfassungsschutz bespitzelt, die Wahlkämpfer ins Krankenhaus geprügelt werden und der #Staatsfunk dann von ""jammern"" spricht.

#AfD #NRW #ltwnrw22 #ltwnrw

https://t.co/VWpFCCzFEc","1,1189E+18","Abgeordneter des Europäischen Parlaments | zuständig für den Haushalt 💶| 
Mitglied des AfD-Bundesvorstands 🇩🇪|
Vater, Patriot, Burschenschafter","[{'indices': [10, 21], 'text': 'Demokratie'}, {'indices': [99, 117], 'text': 'Verfassungsschutz'}, {'indices': [187, 198], 'text': 'Staatsfunk'}, {'indices': [228, 232], 'text': 'AfD'}, {'indices': [233, 237], 'text': 'NRW'}, {'indices': [238, 247], 'text': 'ltwnrw22'}, {'indices': [248, 255], 'text': 'ltwnrw'}]",1
"1,49721E+18",Didineutral,"@gendesternchen @BriHasselmann @Markus_Soeder @HendrikWuest Selbst schuld warum wählst du solche Parteien, wie Grüne, SPD oder FDP, die verarschen das Wählervolk und Abends zählen Sie im einsamen Kämmerlein die Kohle die sie wieder uns abgeknöpft haben.","1,47913E+18","Geboren um zu leben, gelebt um die Welt zu lieben, verreist um die Menschen in ihrer kulturellen Heimat kennen zu lernen.",,1
"1,51853E+18",RogerBeckamp,"Die Kinderarmut ist sehr hoch in Deutschland, das ist erbärmlich. Da hat Frau Butterwegge von den Linken recht.

Klar ist aber auch, dass die Open-Border-Politik der Linken diese Armut fördert bzw. verursacht. Diese Linke ist inländerfeindlich. https://t.co/j8HeGN4qoW",4755310637,"Immer schön bei der Wahrheit bleiben; Obmann im Ausschuss für Wohnen, Stadtentwicklung, Bauwesen… ; Vorsitzender der deutsch-iranischen Parlamentariergruppe",,0
"1,49096E+18",Underhill83,"@ju_khatib Hat schon jemand gesagt, dass es vor 4.650 Jahren noch gar keine US-Dollar gab? 
So wichtig das du erwähnen!","8,36501E+17","Exil-Pfälzer aus Franken in Ostfriesland.

Basketball, MTG, links-grün-versiffte Politik und was mich sonst interessiert.

Deutsch / English - DMs open",,0
"1,49805E+18",spezialdemokrat,"@HendrikWuest Sind diese Spaziergänger jetzt auch Nazis? Bin mittlerweile etwas verwirrt. Gut, dass das Corona-Virus zwischen Gut und Böse unterscheiden kann ...",17189428,"Männlich, weiß, hetero. Liberal-konservativ. Vertreter der politischen Mitte, die von links außen betrachtet fälschlicherweise für ""rechts"" gehalten wird. 😉",,1
"1,49001E+18",KanoKobayashi,"@JoanaCotar @Vincentz_AfD Ich darf mich anschließen und gratuliere Dr. @Vincentz_AfD zu seiner Wahl und freue mich darauf, weiter von ihm zu hören und zu lesen.","1,15593E+18","Wer die Wahrheit sagt, braucht im besten Deutschland aller Zeiten nur einen Bademantel.",,1
"1,49407E+18",HeikeBoudica,"@Boooby2017 @HendrikWuest Das Problem ist die Alternative. Kutschaty von der SPD ist noch schlimmer. Ich werde etwas ganz Anderes wählen und auch da gegen meine Überzeugung, nur aus Protest.","1,25417E+18","Ich habe einen gesunden Menschenverstand, Dr. ing. ohne Mogeln, Ehefrau und Mutter, konservativ🇨🇭🇩🇪. 🇮🇱 Pro libertate et tolerantia 🐀",,1
"1,499E+18",tobi_ohne_bo,@ThomasKutschaty Ist es nicht eher die Aufgabe der Länder sich um ihre Staatsbürger zu kümmern oder soll dieser Krieg für Einwanderung aus Afrika missbraucht werden?,2880925199,Eintracht Frankfurt | Mal liberal mal konservativ | Gegen jeden Extremismus,,1
"1,49033E+18",AbakusN,#AfD-#NRW: In #Siegen wird „bunter“ #Landesvorstand unter neuer „Führung“ gewählt! https://t.co/dJHkDn4GEb https://t.co/XvgNiQha2a,"1,21431E+18",Politik-Blog: konservativ-freiheitlich-überparteilich-patriotisch,"[{'indices': [0, 4], 'text': 'AfD'}, {'indices': [5, 9], 'text': 'NRW'}, {'indices': [14, 21], 'text': 'Siegen'}, {'indices': [36, 51], 'text': 'Landesvorstand'}]",1
"1,49789E+18",buchhalterdT,"@Rechtsdirektor Es soll Länder geben, da ist die CDU tatsächlich bemüht, aber in Ba-Wü übernehmen die Grünen längst und in anderen Ländern wird sofort geschliffen sobald man an die Macht kommt.
In NRW wollten sie das Sozialticket abschaffen, die Studiengebühren waren auch so ein Unionsding.","1,27408E+18","patriotisch für ein modernes und zukunftsfähiges Deutschland.
Gegen Rechts, gegen Grenzschließungen.",,2
